force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
34.23413800469984  
y_centre:
13.6971405
3.5 3 0.0 0 33.25754570146783 0 
3.5 3 0.0 0.433 248.21680349131793 0.5849877917286814
3.5 3 0.0 0.867 466.9212927640619 1.1913353394961994
3.5 3 0.0 1.3 671.6653950621031 1.7547595478610625
3.5 3 1.597 0 35.91082491531111 0 
3.5 3 1.597 0.433 233.98449659718625 0.5453669603476461
3.5 3 1.597 0.867 449.3047883541361 1.132995242422607
3.5 3 1.597 1.3 651.8735312967324 1.7021881009889754
3.5 3 3.194 0 35.959959715567415 0 
3.5 3 3.194 0.433 198.00256355479573 0.45089215295945606
3.5 3 3.194 0.867 377.4739829706725 0.954576425349451
3.5 3 3.194 1.3 558.6407055879388 1.4515807204072617
3.5 3 4.792 0 36.122013000884984 0 
3.5 3 4.792 0.433 145.28458510086392 0.31460663383924875
3.5 3 4.792 0.867 273.3912167729729 0.660811556619866
3.5 3 4.792 1.3 404.3073824274421 1.0163049411353509
3.5 3 6.389 0 34.43525498214664 0 
3.5 3 6.389 0.433 88.68770409253221 0.15997160190113235
3.5 3 6.389 0.867 163.488876003296 0.35567699756030013
3.5 3 6.389 1.3 232.38135929441154 0.5614550005723262
3.5 3 -1.597 0 35.98529007843251 0 
3.5 3 -1.597 0.433 218.00439466536392 0.5021050317522611
3.5 3 -1.597 0.867 412.9801324503306 1.040834127851404
3.5 3 -1.597 1.3 612.2095400860632 1.5896021408364651
3.5 3 -3.194 0 34.598223822748494 0 
3.5 3 -3.194 0.433 184.38398388622693 0.3904413481321878
3.5 3 -3.194 0.867 345.4503006073186 0.8560461280035707
3.5 3 -3.194 1.3 502.9593798638878 1.2808643863378584
3.5 3 -4.792 0 33.96130252998442 0 
3.5 3 -4.792 0.433 131.29276406140355 0.27647829014357894
3.5 3 -4.792 0.867 247.31192968535453 0.5763714548092286
3.5 3 -4.792 1.3 358.45728934598907 0.8942250073996503
3.5 3 -6.389 0 37.43949705496372 0 
3.5 3 -6.389 0.433 79.67528305917553 0.125852423771112
3.5 3 -6.389 0.867 141.37485885189398 0.2930801099890658
3.5 3 -6.389 1.3 197.84783471175223 0.43994696251289805
