force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
26.51264992217775  
y_centre:
13.431011999999999
2.5 3 0.0 0 26.167180394909437 0 
2.5 3 0.0 0.433 124.98794518875721 0.26680407256226557
2.5 3 0.0 0.867 289.3359172338025 0.7257878334186117
2.5 3 0.0 1.3 460.09399700918607 1.1880783136049458
2.5 3 1.578 0 27.35251930295718 0 
2.5 3 1.578 0.433 121.84209723197118 0.24439233169327976
2.5 3 1.578 0.867 280.8294930875577 0.6919036462954858
2.5 3 1.578 1.3 447.746208075197 1.1509859517676233
2.5 3 3.157 0 26.159550767540473 0 
2.5 3 3.157 0.433 105.03952146977142 0.20688305032759907
2.5 3 3.157 0.867 237.92107913449547 0.5822757091401533
2.5 3 3.157 1.3 371.9440290536215 0.9398595871291585
2.5 3 4.735 0 27.38731040375982 0 
2.5 3 4.735 0.433 74.7407452620016 0.1322451898726414
2.5 3 4.735 0.867 166.78212836085095 0.38391129337788577
2.5 3 4.735 1.3 262.40333262123556 0.6441625701206656
2.5 3 6.313 0 28.237556077761095 0 
2.5 3 6.313 0.433 47.918027283547204 0.05333537820991407
2.5 3 6.313 0.867 96.22913296914574 0.19266398875631885
2.5 3 6.313 1.3 140.88869899594124 0.3151364164318531
2.5 3 -1.578 0 24.79354228339479 0 
2.5 3 -1.578 0.433 113.72203741569258 0.24084219873966292
2.5 3 -1.578 0.867 268.32911160618966 0.6558952752319045
2.5 3 -1.578 1.3 423.6756492812884 1.1004822573038684
2.5 3 -3.157 0 26.86086611529887 0 
2.5 3 -3.157 0.433 95.40147099215669 0.18532788958051888
2.5 3 -3.157 0.867 229.43906979583105 0.5532227349759673
2.5 3 -3.157 1.3 360.6613361003455 0.9208488988975869
2.5 3 -4.735 0 24.792016357921018 0 
2.5 3 -4.735 0.433 72.57698294015329 0.11446167689929578
2.5 3 -4.735 0.867 160.41047395245212 0.3582442111409938
2.5 3 -4.735 1.3 242.1652882473227 0.5966270057941672
2.5 3 -6.313 0 25.031586657307614 0 
2.5 3 -6.313 0.433 41.451460310678264 0.052819071804085675
2.5 3 -6.313 0.867 84.28540910061962 0.16346361879928
2.5 3 -6.313 1.3 122.23029267250595 0.25432596587001743
