force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
32.38227484969632  
y_centre:
13.427202
3 3 0.0 0 27.92382580034789 0 
3 3 0.0 0.433 167.93298135319074 0.36837240776430014
3 3 0.0 0.867 366.2269966734828 0.9207629882068942
3 3 0.0 1.3 576.1732840968056 1.491616786793311
3 3 1.598 0 30.839259010589846 0 
3 3 1.598 0.433 157.56035035248905 0.34320731348478756
3 3 1.598 0.867 345.8589434492016 0.8589173980483797
3 3 1.598 1.3 545.6657612842182 1.4072499617482637
3 3 3.196 0 30.132450331125767 0 
3 3 3.196 0.433 133.61033967101073 0.2747466001429533
3 3 3.196 0.867 297.9430524613175 0.7322589298557722
3 3 3.196 1.3 469.43845942564184 1.1972892872658587
3 3 4.794 0 30.18036439100312 0 
3 3 4.794 0.433 103.37382122257137 0.19017257872623622
3 3 4.794 0.867 221.76000244148057 0.514094626673905
3 3 4.794 1.3 341.33976256599607 0.8523923968641193
3 3 6.392 0 30.493484298226836 0 
3 3 6.392 0.433 55.3501998962367 0.06443638706606133
3 3 6.392 0.867 122.52418591875984 0.24949643743442212
3 3 6.392 1.3 177.00735496078363 0.3919978477047339
3 3 -1.598 0 29.818414868617793 0 
3 3 -1.598 0.433 164.56221198156675 0.3620773440168903
3 3 -1.598 0.867 358.0639057588438 0.8951708672589401
3 3 -1.598 1.3 553.6527603991808 1.4222026332371223
3 3 -3.196 0 28.50581377605512 0 
3 3 -3.196 0.433 140.7995849482716 0.29386172882203293
3 3 -3.196 0.867 302.8818628498184 0.7389633327764804
3 3 -3.196 1.3 463.62681966612746 1.1910135955369394
3 3 -4.794 0 30.615558336130825 0 
3 3 -4.794 0.433 104.66444898831125 0.20069832285941336
3 3 -4.794 0.867 222.3407696768088 0.5077254438992321
3 3 -4.794 1.3 328.40052491836235 0.8200318611082726
3 3 -6.392 0 26.3563951536607 0 
3 3 -6.392 0.433 68.40754417554243 0.09780426778336045
3 3 -6.392 0.867 126.76747947630263 0.26733553967821616
3 3 -6.392 1.3 187.14011047700416 0.4167755016144571
