force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
27.42149113437295  
y_centre:
13.544169
3.5 3 0.0 0 26.315805536057567 0 
3.5 3 0.0 0.433 290.4879909665212 0.7263521487398271
3.5 3 0.0 0.867 521.7371135593737 1.3597725134772356
3.5 3 0.0 1.3 751.0702841273242 1.9811645392560167
3.5 3 1.597 0 28.730430005798453 0 
3.5 3 1.597 0.433 263.79192480239294 0.6485861284296549
3.5 3 1.597 0.867 490.25543992431494 1.2759860067252013
3.5 3 1.597 1.3 715.0492873928041 1.8964902887001645
3.5 3 3.193 0 27.264625995666297 0 
3.5 3 3.193 0.433 214.2643513290808 0.5071089083542628
3.5 3 3.193 0.867 395.0288399914555 1.012281457121254
3.5 3 3.193 1.3 580.2536088137457 1.5207396686763925
3.5 3 4.79 0 27.64091921750536 0 
3.5 3 4.79 0.433 147.16360972930093 0.3254659135951149
3.5 3 4.79 0.867 275.5732902005069 0.6775851978467384
3.5 3 4.79 1.3 403.08420056764436 1.0228240464879002
3.5 3 6.387 0 29.02340769676801 0 
3.5 3 6.387 0.433 84.80391857661688 0.15483717473974623
3.5 3 6.387 0.867 161.22287667470343 0.35915722279501966
3.5 3 6.387 1.3 227.23075045014778 0.5493104295027657
3.5 3 -1.597 0 29.910580767235306 0 
3.5 3 -1.597 0.433 267.9961546678062 0.6579377597900348
3.5 3 -1.597 0.867 487.55912961211044 1.268551362933608
3.5 3 -1.597 1.3 699.006317331463 1.8481074091301681
3.5 3 -3.193 0 31.338847010711962 0 
3.5 3 -3.193 0.433 217.00613422040428 0.5158667452348555
3.5 3 -3.193 0.867 397.39432966093983 1.0142312928953023
3.5 3 -3.193 1.3 573.3060701315353 1.5046507861900404
3.5 3 -4.79 0 26.238898892178018 0 
3.5 3 -4.79 0.433 145.46250801110904 0.32442487816672366
3.5 3 -4.79 0.867 258.08496353038197 0.6354139981184803
3.5 3 -4.79 1.3 365.8925138096261 0.93661098385464
3.5 3 -6.387 0 28.281502731406547 0 
3.5 3 -6.387 0.433 81.18289742728979 0.14903736085632951
3.5 3 -6.387 0.867 136.3554795983768 0.30079438465624786
3.5 3 -6.387 1.3 183.75041962950533 0.42478541012902143
