force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
24.655293435468536  
y_centre:
13.667994
2.5 3 0.0 0 26.292306283761082 0 
2.5 3 0.0 0.433 178.6016418958099 0.4163644779178101
2.5 3 0.0 0.867 351.42307809686577 0.8902655352727317
2.5 3 0.0 1.3 525.9691152684107 1.3836093610977063
2.5 3 1.587 0 27.772453993346943 0 
2.5 3 1.587 0.433 156.87276833399477 0.3646605605693797
2.5 3 1.587 0.867 326.91091647083925 0.8251090144758634
2.5 3 1.587 1.3 494.7148045289476 1.288916407936096
2.5 3 3.174 0 25.37430951872306 0 
2.5 3 3.174 0.433 140.06469924008948 0.3181879304747839
2.5 3 3.174 0.867 281.2411877803889 0.6958656452074218
2.5 3 3.174 1.3 427.77764213995727 1.1083767759691696
2.5 3 4.761 0 22.376781517990636 0 
2.5 3 4.761 0.433 104.54329050569144 0.22755804762591866
2.5 3 4.761 0.867 214.05652027954898 0.5168387152060235
2.5 3 4.761 1.3 321.42979216894986 0.8138589253035149
2.5 3 6.348 0 24.84725486007256 0 
2.5 3 6.348 0.433 61.705374309518554 0.1033463495946988
2.5 3 6.348 0.867 121.54698324533828 0.2634173383732993
2.5 3 6.348 1.3 176.77999206518746 0.41468332361759297
2.5 3 -1.587 0 24.953459273049013 0 
2.5 3 -1.587 0.433 165.97247230445265 0.38366956427760324
2.5 3 -1.587 0.867 332.5046540726943 0.8533003549481033
2.5 3 -1.587 1.3 503.3341471602529 1.3192647805540534
2.5 3 -3.174 0 26.91824091311372 0 
2.5 3 -3.174 0.433 139.49064607684593 0.30642490394329963
2.5 3 -3.174 0.867 280.5121005890075 0.698542352805665
2.5 3 -3.174 1.3 424.9266029847098 1.0905637838372528
2.5 3 -4.761 0 24.117252113406725 0 
2.5 3 -4.761 0.433 99.00265511032435 0.19534911897129592
2.5 3 -4.761 0.867 197.09341715750597 0.48707150314274966
2.5 3 -4.761 1.3 299.3514816736352 0.7526837754370753
2.5 3 -6.348 0 26.95242164372685 0 
2.5 3 -6.348 0.433 57.63908810693664 0.09843933308514555
2.5 3 -6.348 0.867 114.21704763939319 0.24074365412386914
2.5 3 -6.348 1.3 162.55470442823585 0.3828340406975354
