force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
29.32645649586469  
y_centre:
13.7192385
3.5 3 0.0 0 32.17871639149144 0 
3.5 3 0.0 0.433 301.6882839442118 0.7468165806197816
3.5 3 0.0 0.867 566.5129551072736 1.4750014907610456
3.5 3 0.0 1.3 820.0640888698986 2.171914909490246
3.5 3 1.598 0 29.559923093356044 0 
3.5 3 1.598 0.433 277.273781548509 0.6957788922550555
3.5 3 1.598 0.867 533.0701620532848 1.3868065864101469
3.5 3 1.598 1.3 782.564775536361 2.0648592394856493
3.5 3 3.195 0 31.80669576097902 0 
3.5 3 3.195 0.433 238.6223944822538 0.5634326309815996
3.5 3 3.195 0.867 461.5619373149818 1.1935740710242448
3.5 3 3.195 1.3 672.6169621875666 1.7744903698234367
3.5 3 4.793 0 30.663777581102938 0 
3.5 3 4.793 0.433 172.88247322000797 0.3936562609397687
3.5 3 4.793 0.867 334.98947111423064 0.8434122029017318
3.5 3 4.793 1.3 492.93771172216 1.2828950792325586
3.5 3 6.391 0 31.18167668691055 0 
3.5 3 6.391 0.433 102.8858302560502 0.19846885620977586
3.5 3 6.391 0.867 190.4803613391519 0.4466513654336066
3.5 3 6.391 1.3 278.6162907803583 0.6780383346270558
3.5 3 -1.598 0 29.961851863154944 0 
3.5 3 -1.598 0.433 271.97882015442394 0.6697210006016794
3.5 3 -1.598 0.867 527.2981963560896 1.3616288582055325
3.5 3 -1.598 1.3 766.3710440382091 2.022087507184219
3.5 3 -3.195 0 30.482497634815452 0 
3.5 3 -3.195 0.433 216.38080996124089 0.5249117933460979
3.5 3 -3.195 0.867 431.54576250495876 1.1072574102051465
3.5 3 -3.195 1.3 632.1475875118269 1.6561745035064093
3.5 3 -4.793 0 30.784630878627876 0 
3.5 3 -4.793 0.433 154.3980224005861 0.34181842398525897
3.5 3 -4.793 0.867 303.6658833582567 0.7512544573772197
3.5 3 -4.793 1.3 449.55381939146 1.1489005118641469
3.5 3 -6.391 0 33.79467146824541 0 
3.5 3 -6.391 0.433 89.6673482467117 0.1579299596046756
3.5 3 -6.391 0.867 171.73314615314186 0.39095344322964926
3.5 3 -6.391 1.3 250.38361766411384 0.6087943179289106
