force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
34.87472151860099  
y_centre:
13.615796999999999
3.5 3 0.0 0 36.12506485183256 0 
3.5 3 0.0 0.433 157.39799188207672 0.33925626397460573
3.5 3 0.0 0.867 355.75762199774215 0.881522016840589
3.5 3 0.0 1.3 559.9047822504342 1.4244944272505964
3.5 3 1.577 0 32.551347392193314 0 
3.5 3 1.577 0.433 154.37208166753157 0.33111327811563535
3.5 3 1.577 0.867 347.73247474593353 0.8510085609346317
3.5 3 1.577 1.3 542.2647785882135 1.395892905343385
3.5 3 3.154 0 33.494064149906905 0 
3.5 3 3.154 0.433 134.45326090273778 0.27219370501070916
3.5 3 3.154 0.867 293.1717886898405 0.7176440052979673
3.5 3 3.154 1.3 464.87655262916957 1.1690802592984753
3.5 3 4.732 0 38.63338114566473 0 
3.5 3 4.732 0.433 93.94817957090976 0.15290502646083828
3.5 3 4.732 0.867 212.91482284005204 0.4735287776952538
3.5 3 4.732 1.3 330.7577745902884 0.8091220456520004
3.5 3 6.309 0 34.509414960173274 0 
3.5 3 6.309 0.433 65.21347697378458 0.08228559644993698
3.5 3 6.309 0.867 133.44401379436647 0.27298121967539024
3.5 3 6.309 1.3 205.8137760551771 0.46508510441885875
3.5 3 -1.577 0 31.993469038972126 0 
3.5 3 -1.577 0.433 137.71019623401622 0.2858273947189381
3.5 3 -1.577 0.867 314.827112643818 0.7708277764066597
3.5 3 -1.577 1.3 505.304116946929 1.2859019534067972
3.5 3 -3.154 0 30.83529160435799 0 
3.5 3 -3.154 0.433 113.92223883785502 0.21420988462499146
3.5 3 -3.154 0.867 266.49342326120853 0.640579588961784
3.5 3 -3.154 1.3 417.33939634388213 1.0572034834750168
3.5 3 -4.732 0 34.99374370555738 0 
3.5 3 -4.732 0.433 83.67961668752105 0.1204105710989141
3.5 3 -4.732 0.867 183.89812921536912 0.40893657221960306
3.5 3 -4.732 1.3 287.0448927274392 0.6954748357909385
3.5 3 -6.309 0 33.333841975157874 0 
3.5 3 -6.309 0.433 53.7217322305976 0.0491249121043084
3.5 3 -6.309 0.867 106.69484542374936 0.20348368221353186
3.5 3 -6.309 1.3 157.81609546189785 0.3316674862967692
