force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
219.46714682454888  
y_centre:
13.507593
3 3 0.0 0 215.88549455244532 0 
3 3 0.0 0.433 334.73403118991615 0.31726396941900126
3 3 0.0 0.867 533.9204077272861 0.8743678461862526
3 3 0.0 1.3 739.5645008697771 1.4218749934461492
3 3 1.58 0 217.2624897000026 0 
3 3 1.58 0.433 335.88213751640285 0.31278229505454197
3 3 1.58 0.867 536.3969847712636 0.8700487283247736
3 3 1.58 1.3 737.5978881191439 1.4208878627648602
3 3 3.161 0 217.88567766350238 0 
3 3 3.161 0.433 321.8970305490279 0.2789478013701503
3 3 3.161 0.867 498.366649372845 0.7621625883101486
3 3 3.161 1.3 665.6865138706605 1.2188781384798792
3 3 4.741 0 220.8331553086943 0 
3 3 4.741 0.433 273.0426953947571 0.16213621440191492
3 3 4.741 0.867 396.89657277138593 0.48825993436399767
3 3 4.741 1.3 517.4529251991338 0.8248453865720752
3 3 6.322 0 213.4937589648115 0 
3 3 6.322 0.433 236.7769402142403 0.04648021044965809
3 3 6.322 0.867 304.79476302377356 0.2286740443432475
3 3 6.322 1.3 369.3868831446279 0.41041137240982756
3 3 -1.58 0 215.292519913327 0 
3 3 -1.58 0.433 327.88018433179724 0.29389541928897017
3 3 -1.58 0.867 505.5400250251783 0.7897693991810079
3 3 -1.58 1.3 685.1054414502386 1.2716803650504944
3 3 -3.161 0 215.7435834833822 0 
3 3 -3.161 0.433 298.1496627704704 0.2131781140750089
3 3 -3.161 0.867 458.3376567888425 0.6504803749332547
3 3 -3.161 1.3 609.4317453535581 1.0650466241782415
3 3 -4.741 0 214.90707113864522 0 
3 3 -4.741 0.433 268.5720389416186 0.13878366724368058
3 3 -4.741 0.867 376.27460554826587 0.4390617454940982
3 3 -4.741 1.3 485.1884517960155 0.7317190401230887
3 3 -6.322 0 212.89254432813456 0 
3 3 -6.322 0.433 241.2799462874237 0.06763529690184915
3 3 -6.322 0.867 301.0226752525406 0.22866814851153286
3 3 -6.322 1.3 349.2611468855867 0.3688929254784961
