force_anche distance_pointe_anche y z moyenne_brute moyenne(N) 
offset: 
32.90169988097783  
y_centre:
13.416724499999999
3.5 3 0.0 0 32.06030457472457 0 
3.5 3 0.0 0.433 268.2049012726222 0.6370715690918402
3.5 3 0.0 0.867 485.96942045350534 1.2460065447202167
3.5 3 0.0 1.3 686.4925077059245 1.7927708171841232
3.5 3 1.59 0 30.0683614612262 0 
3.5 3 1.59 0.433 245.92394787438647 0.5734791282225814
3.5 3 1.59 0.867 455.45365764336043 1.15632504851566
3.5 3 1.59 1.3 655.0248725852226 1.7073983317009676
3.5 3 3.179 0 31.10812707907349 0 
3.5 3 3.179 0.433 209.41770683919768 0.48737471734519283
3.5 3 3.179 0.867 385.42466505935886 0.9691736624121124
3.5 3 3.179 1.3 560.2752769554735 1.4480819654157264
3.5 3 4.769 0 31.499374370555742 0 
3.5 3 4.769 0.433 159.69298379467162 0.3496194516048062
3.5 3 4.769 0.867 291.39103366191557 0.7125474799118862
3.5 3 4.769 1.3 427.5164036988428 1.0674841294612163
3.5 3 6.359 0 31.304666280098854 0 
3.5 3 6.359 0.433 102.91299172948385 0.19251827748681036
3.5 3 6.359 0.867 187.53624073000265 0.40362190106009715
3.5 3 6.359 1.3 253.03048799096737 0.605063098715501
3.5 3 -1.59 0 32.889492477187396 0 
3.5 3 -1.59 0.433 236.7442854091011 0.5542342912457893
3.5 3 -1.59 0.867 444.8881496627694 1.12473097088266
3.5 3 -1.59 1.3 629.9218726157427 1.6471378780119046
3.5 3 -3.179 0 31.357158116397553 0 
3.5 3 -3.179 0.433 192.21076082644126 0.4263124305429957
3.5 3 -3.179 0.867 357.89880062257765 0.8909797731718222
3.5 3 -3.179 1.3 523.138828699606 1.3439068303343493
3.5 3 -4.769 0 34.386120181890256 0 
3.5 3 -4.769 0.433 128.91750846888652 0.2649654153291113
3.5 3 -4.769 0.867 247.68974883266768 0.5939494559342515
3.5 3 -4.769 1.3 360.8032471694087 0.9041704332398163
3.5 3 -6.359 0 31.080050050355535 0 
3.5 3 -6.359 0.433 70.97933896908488 0.10791393464985026
3.5 3 -6.359 0.867 135.6190679647209 0.2856926328511853
3.5 3 -6.359 1.3 178.01141392254382 0.4030154726552093
