Image_2_0, -8.221312756799383e-08, 60, 12.677685950413224, 
Image_2_1, 4.8788093379988085e-09, 60, 12.623514979338843, 
Image_2_2, 6.006385219574343e-07, 60, 12.730436466942148, 
Image_2_3, 1.9283061389884826e-06, 60, 13.470364152892563, 
Image_2_4, 3.533918831975677e-06, 60, 13.659220041322314, 
Image_2_5, 5.652239024011146e-06, 60, 13.575284090909092, 
Image_2_6, 8.126089470996575e-06, 60, 13.060821280991735, 
Image_2_7, 1.099915454732365e-05, 60, 12.390237603305785, 
Image_2_8, 1.400994218299521e-05, 60, 11.565663739669422, 
Image_2_9, 1.7239921573658916e-05, 60, 10.677427685950413, 
Image_2_10, 2.0840301207308082e-05, 60, 9.785769628099173, 
Image_2_11, 2.4710883834719183e-05, 60, 8.83225723140496, 
Image_2_12, 2.8857309497893126e-05, 60, 7.959775309917355, 
Image_2_13, 3.335067559744822e-05, 60, 7.108793904958677, 
Image_2_14, 3.7981080877025855e-05, 60, 6.326510847107438, 
Image_2_15, 4.325063613099483e-05, 60, 5.6550232438016526, 
Image_2_16, 4.883234867888418e-05, 60, 5.2561337809917354, 
Image_2_17, 5.5421050934285005e-05, 60, 4.952479338842975, 
Image_2_18, 6.313700900752758e-05, 60, 4.6638042355371905, 
Image_2_19, 6.943473007762432e-05, 60, 4.361828512396694, 
Image_2_20, 7.72800285005508e-05, 60, 3.986376549586777, 
Image_2_21, 8.561466111963339e-05, 60, 3.88384555785124, 
Image_2_22, 9.5293250004654e-05, 60, 3.852272727272727, 
