Image_3_0, 5.537967620899444e-08, 60, 13.573024276859504, 
Image_3_1, 2.809640554933126e-08, 60, 13.534155475206612, 
Image_3_2, 7.152818910292628e-07, 60, 13.348721590909092, 
Image_3_3, 1.6722724531975124e-06, 60, 14.12732438016529, 
Image_3_4, 3.2477040011842045e-06, 60, 14.011751033057852, 
Image_3_5, 5.351751080794663e-06, 60, 13.651278409090908, 
Image_3_6, 7.772730459209439e-06, 60, 13.133780991735538, 
Image_3_7, 1.0810844617396496e-05, 60, 12.545712809917354, 
Image_3_8, 1.3863084831698728e-05, 60, 11.874612603305785, 
Image_3_9, 1.7121679650181753e-05, 60, 11.036157024793388, 
Image_3_10, 2.0933681964052267e-05, 60, 10.221203512396695, 
Image_3_11, 2.46701059850395e-05, 60, 9.318633780991735, 
Image_3_12, 2.867854092736278e-05, 60, 8.51872417355372, 
Image_3_13, 3.302499777339445e-05, 60, 7.7668517561983474, 
Image_3_14, 4.222781624424822e-05, 60, 7.0612732438016526, 
Image_3_15, 4.3124851083860406e-05, 60, 6.630358987603306, 
Image_3_16, 4.879840462242617e-05, 60, 6.306947314049586, 
Image_3_17, 5.525691014139757e-05, 60, 5.956353305785124, 
Image_3_18, 6.186434910074543e-05, 60, 5.594912190082645, 
Image_3_19, 6.938283650099542e-05, 60, 5.261169938016529, 
Image_3_20, 7.713677835403094e-05, 60, 4.895338326446281, 
Image_3_21, 8.548094368213897e-05, 60, 4.690082644628099, 
Image_3_22, 9.492485664777912e-05, 60, 4.513300619834711, 
