Image_89_0, 0.009314571846747584, 120, 14.371570796818443 
Image_89_1, 0.007818715114689921, 120, 14.333282113823188 
Image_89_2, 0.01611499259822948, 120, 14.366100984961978 
Image_89_3, 0.007308304540575844, 120, 14.385677153711432 
Image_89_4, 0.0, 120, 14.42007939144025 
Image_89_5, 0.03778301640955373, 120, 14.3741617603294 
Image_89_6, 0.11705163154517265, 120, 14.22726852349986 
Image_89_7, 0.23015052905681685, 120, 14.00077512991703 
Image_89_8, 0.3588691693026981, 120, 13.933122193797596 
Image_89_9, 0.5143734152878201, 120, 13.591834722437637 
Image_89_10, 0.7021270184878918, 120, 13.14777236514305 
Image_89_11, 0.9123706928925818, 120, 12.657576463111699 
Image_89_12, 1.1605582556864518, 120, 12.001630867587732 
Image_89_13, 1.4262395934379966, 120, 11.25644097335302 
Image_89_14, 1.7028459073559432, 120, 10.420423413817538 
Image_89_15, 1.999813897229681, 120, 9.508404257960647 
Image_89_16, 2.291905192014113, 120, 8.61315439371634 
Image_89_17, 2.593961284657195, 120, 7.676161228462167 
Image_89_18, 2.9055475681354315, 120, 6.745213644733562 
Image_89_19, 3.2670648081394655, 120, 5.739703888856303 
Image_89_20, 3.6801992125395784, 120, 4.871875055102957 
Image_89_21, 4.111266210229238, 120, 4.151371285430977 
Image_89_22, 4.535950548957436, 120, 3.5515632326444133 
Image_89_23, 5.017775604136234, 120, 2.935705600331644 
Image_89_24, 5.520620983899469, 120, 2.4113233741973863 
Image_89_25, 6.049283368477466, 120, 1.8685165186518788 
Image_89_26, 6.633732112735127, 120, 1.3415433290066643 
Image_89_27, 7.264495984154464, 120, 1.0255897230871764 
Image_89_28, 7.860999177482628, 120, 0.9842782493291385 
Image_89_29, 8.55317571656031, 120, 1.0089643738918685 
