Image_1_0, -1.8875109885663387e-08, 60, 13.939695247933884, 
Image_1_1, 4.7352131766329545e-08, 60, 13.928783574380166, 
Image_1_2, 4.5836586737929107e-07, 60, 13.938662190082646, 
Image_1_3, 1.4326744726232121e-06, 60, 13.788545971074381, 
Image_1_4, 3.1314170615907184e-06, 60, 13.481986053719009, 
Image_1_5, 5.231182207473677e-06, 60, 13.063145661157025, 
Image_1_6, 7.519015072891135e-06, 60, 12.532864152892563, 
Image_1_7, 1.0469864286748889e-05, 60, 11.889914772727273, 
Image_1_8, 1.348534907396393e-05, 60, 11.114992252066116, 
Image_1_9, 1.6827653534226803e-05, 60, 10.272727272727273, 
Image_1_10, 2.0519424339251757e-05, 60, 9.36925361570248, 
Image_1_11, 2.435203183724115e-05, 60, 8.40392561983471, 
Image_1_12, 2.8388519933257906e-05, 60, 7.506069214876033, 
Image_1_13, 3.291606364929266e-05, 60, 6.610860020661157, 
Image_1_14, 3.7693758798725005e-05, 60, 5.871255165289257, 
Image_1_15, 4.327037627799719e-05, 60, 5.289385330578512, 
Image_1_16, 4.8582500008477476e-05, 60, 4.95415805785124, 
Image_1_17, 5.5030313668686795e-05, 60, 4.678396177685951, 
Image_1_18, 6.180838119929716e-05, 60, 4.385782541322314, 
Image_1_19, 6.940454028225248e-05, 60, 4.112797004132231, 
Image_1_20, 7.698775840994281e-05, 60, 3.7882231404958677, 
Image_1_21, 8.585730403085835e-05, 60, 3.508780991735537, 
Image_1_22, 9.522166818324977e-05, 60, 3.5150439049586777, 
