Image_1_0, -5.694444444444444e-07, 240, 6.096009814049586 
Image_1_1, -5.277777777777779e-07, 240, 6.079997417355372 
Image_1_2, -5.138888888888889e-07, 240, 6.019692665289257 
Image_1_3, -3.8888888888888895e-07, 240, 5.929041838842975 
Image_1_4, -2.9166666666666664e-07, 240, 5.7985537190082646 
Image_1_5, -2.3611111111111113e-07, 240, 5.633780991735537 
Image_1_6, -9.722222222222224e-08, 240, 5.65470041322314 
Image_1_7, -5.5555555555555555e-08, 240, 5.415934917355372 
Image_1_8, 2.2222222222222222e-07, 240, 5.13487861570248 
Image_1_9, 3.0555555555555553e-07, 240, 4.888171487603306 
Image_1_10, 5.555555555555556e-07, 240, 4.609762396694215 
Image_1_11, 6.944444444444445e-07, 240, 4.362409607438017 
Image_1_12, 8.194444444444444e-07, 240, 4.188339359504132 
Image_1_13, 1e-06, 240, 3.9134814049586777 
Image_1_14, 1.2222222222222221e-06, 240, 3.5432592975206614 
Image_1_15, 1.2777777777777779e-06, 240, 3.2531637396694215 
Image_1_16, 1.5555555555555558e-06, 240, 2.9418904958677685 
Image_1_17, 1.625e-06, 240, 2.338649276859504 
Image_1_18, 1.861111111111111e-06, 240, 2.125968491735537 
Image_1_19, 2.0972222222222224e-06, 240, 1.836324896694215 
Image_1_20, 2.3472222222222226e-06, 240, 1.5889075413223142 
Image_1_21, 2.5833333333333333e-06, 240, 1.5670196280991735 
Image_1_22, 2.7638888888888893e-06, 240, 1.5605630165289257 
