Image_8_0, 0.0084841018367199, 120, 13.992066613671868 
Image_8_1, 0.0013004520238153346, 120, 13.992786325758246 
Image_8_2, 0.0, 120, 13.991490844002767 
Image_8_3, 0.001018294363208005, 120, 13.980983047541663 
Image_8_4, 0.010918238073007389, 120, 13.993362095427347 
Image_8_5, 0.004173406591973256, 120, 13.994225749931 
Image_8_6, 0.0628723071384555, 120, 13.916856700645475 
Image_8_7, 0.1588842420807009, 120, 13.753410085829268 
Image_8_8, 0.27332065112979337, 120, 13.532026648059713 
Image_8_9, 0.4135167911998554, 120, 13.265013464013858 
Image_8_10, 0.5711932300408227, 120, 12.97777637034081 
Image_8_11, 0.7804843064928296, 120, 12.505933126512073 
Image_8_12, 1.0140864238874685, 120, 11.903174254171363 
Image_8_13, 1.2702982136443552, 120, 11.184469764715326 
Image_8_14, 1.5374400331376754, 120, 10.375441408418977 
Image_8_15, 1.819135292086642, 120, 9.587644558670751 
Image_8_16, 2.1229761372157743, 120, 8.750763344631615 
Image_8_17, 2.4219958765260428, 120, 7.868828153985281 
Image_8_18, 2.7598725158795445, 120, 6.949036107595519 
Image_8_19, 3.1240597253884346, 120, 6.074585922647505 
Image_8_20, 3.484289989555437, 120, 5.286357245647452 
Image_8_21, 3.9019566040204103, 120, 4.558008614233962 
Image_8_22, 4.348564171846989, 120, 4.056369290029218 
Image_8_23, 4.810439417028307, 120, 3.533714372902265 
Image_8_24, 5.3001118242187, 120, 3.0226468203659813 
Image_8_25, 5.837919486047072, 120, 2.5413033769970665 
Image_8_26, 6.389030671007694, 120, 2.088820388291868 
Image_8_27, 6.996720783882707, 120, 1.668724443473633 
Image_8_28, 7.644303778659265, 120, 1.3623430083029586 
Image_8_29, 8.286017051833516, 120, 1.3867412480311379 
